,RunId,Step,seed,steps_per_second,aisle_speed,number_of_passengers,conformance,seat_assignment_method,Time (s),Boarding completed,Seat shuffle waiting time (s)
14024,113,2463,0,2,0.8,125,12,segmented_random_3,1232.0,True,0.0
14149,114,2569,0,2,0.8,125,13,segmented_random_3,1285.0,True,0.0
14274,115,2774,0,2,0.8,125,14,segmented_random_3,1387.5,True,0.0
14399,116,2544,0,2,0.8,125,15,segmented_random_3,1272.5,True,0.0
14524,117,2607,0,2,0.8,125,16,segmented_random_3,1304.0,True,0.0
14649,118,2648,0,2,0.8,125,17,segmented_random_3,1324.5,True,0.0
14774,121,2502,0,2,0.8,125,20,segmented_random_3,1251.5,True,0.0
14899,120,2673,0,2,0.8,125,19,segmented_random_3,1337.0,True,0.0
15024,119,2725,0,2,0.8,125,18,segmented_random_3,1363.0,True,0.0
15149,122,2521,0,2,0.8,125,21,segmented_random_3,1261.0,True,0.0
15274,123,2768,0,2,0.8,125,22,segmented_random_3,1384.5,True,0.0
15399,124,2731,0,2,0.8,125,23,segmented_random_3,1366.0,True,0.0
15524,125,2603,0,2,0.8,125,24,segmented_random_3,1302.0,True,0.0
15649,126,2476,0,2,0.8,125,25,segmented_random_3,1238.5,True,0.0
15774,127,2414,0,2,0.8,125,26,segmented_random_3,1207.5,True,0.0
15899,129,2499,0,2,0.8,125,28,segmented_random_3,1250.0,True,0.0
16024,128,2641,0,2,0.8,125,27,segmented_random_3,1321.0,True,0.0
16149,130,2794,0,2,0.8,125,29,segmented_random_3,1397.5,True,0.0
16274,131,2598,0,2,0.8,125,30,segmented_random_3,1299.5,True,0.0
16399,134,2368,0,2,0.8,125,33,segmented_random_3,1184.5,True,0.0
16524,133,2514,0,2,0.8,125,32,segmented_random_3,1257.5,True,0.0
16649,132,2783,0,2,0.8,125,31,segmented_random_3,1392.0,True,0.0
16774,138,2418,0,2,0.8,125,37,segmented_random_3,1209.5,True,0.0
16899,142,2332,0,2,0.8,125,41,segmented_random_3,1166.5,True,0.0
17024,137,2721,0,2,0.8,125,36,segmented_random_3,1361.0,True,0.0
17149,139,2578,0,2,0.8,125,38,segmented_random_3,1289.5,True,0.0
17274,136,2927,0,2,0.8,125,35,segmented_random_3,1464.0,True,0.0
17399,135,2962,0,2,0.8,125,34,segmented_random_3,1481.5,True,0.0
17524,141,2570,0,2,0.8,125,40,segmented_random_3,1285.5,True,0.0
17649,140,2857,0,2,0.8,125,39,segmented_random_3,1429.0,True,0.0
17774,143,2524,0,2,0.8,125,42,segmented_random_3,1262.5,True,0.0
17899,144,2619,0,2,0.8,125,43,segmented_random_3,1310.0,True,0.0
18024,146,2666,0,2,0.8,125,45,segmented_random_3,1333.5,True,0.0
18149,145,2880,0,2,0.8,125,44,segmented_random_3,1440.5,True,0.0
18274,147,2607,0,2,0.8,125,46,segmented_random_3,1304.0,True,0.0
18399,148,2796,0,2,0.8,125,47,segmented_random_3,1398.5,True,0.0
18524,149,2760,0,2,0.8,125,48,segmented_random_3,1380.5,True,0.0
18649,150,2663,0,2,0.8,125,49,segmented_random_3,1332.0,True,0.0
18774,151,2709,0,2,0.8,125,50,segmented_random_3,1355.0,True,0.0
18899,156,2486,0,2,0.8,125,55,segmented_random_3,1243.5,True,0.0
19024,155,2556,0,2,0.8,125,54,segmented_random_3,1278.5,True,0.0
19149,154,2727,0,2,0.8,125,53,segmented_random_3,1364.0,True,0.0
19274,152,2770,0,2,0.8,125,51,segmented_random_3,1385.5,True,0.0
19399,157,2790,0,2,0.8,125,56,segmented_random_3,1395.5,True,0.0
19524,158,2674,0,2,0.8,125,57,segmented_random_3,1337.5,True,0.0
19649,153,2920,0,2,0.8,125,52,segmented_random_3,1460.5,True,0.0
19774,159,2790,0,2,0.8,125,58,segmented_random_3,1395.5,True,0.0
19899,160,2941,0,2,0.8,125,59,segmented_random_3,1471.0,True,0.0
20024,162,2709,0,2,0.8,125,61,segmented_random_3,1355.0,True,0.0
20149,161,2861,0,2,0.8,125,60,segmented_random_3,1431.0,True,0.0
20274,163,2859,0,2,0.8,125,62,segmented_random_3,1430.0,True,0.0
20399,165,2686,0,2,0.8,125,64,segmented_random_3,1343.5,True,0.0
20524,166,2857,0,2,0.8,125,65,segmented_random_3,1429.0,True,0.0
20649,167,2671,0,2,0.8,125,66,segmented_random_3,1336.0,True,0.0
20774,164,2821,0,2,0.8,125,63,segmented_random_3,1411.0,True,0.0
20899,169,2790,0,2,0.8,125,68,segmented_random_3,1395.5,True,0.0
21024,168,2683,0,2,0.8,125,67,segmented_random_3,1342.0,True,0.0
21149,170,2860,0,2,0.8,125,69,segmented_random_3,1430.5,True,0.0
21274,171,2870,0,2,0.8,125,70,segmented_random_3,1435.5,True,0.0
21399,172,3042,0,2,0.8,125,71,segmented_random_3,1521.5,True,0.0
21524,173,2956,0,2,0.8,125,72,segmented_random_3,1478.5,True,0.0
21649,175,2880,0,2,0.8,125,74,segmented_random_3,1440.5,True,0.0
21774,174,3055,0,2,0.8,125,73,segmented_random_3,1528.0,True,0.0
21899,177,3133,0,2,0.8,125,76,segmented_random_3,1567.0,True,0.0
22024,178,3067,0,2,0.8,125,77,segmented_random_3,1534.0,True,0.0
22149,176,3095,0,2,0.8,125,75,segmented_random_3,1548.0,True,0.0
22274,181,3291,0,2,0.8,125,80,segmented_random_3,1646.0,True,0.0
22399,180,3518,0,2,0.8,125,79,segmented_random_3,1759.5,True,0.0
22524,182,3083,0,2,0.8,125,81,segmented_random_3,1542.0,True,0.0
22649,185,3051,0,2,0.8,125,84,segmented_random_3,1526.0,True,0.0
22774,184,3190,0,2,0.8,125,83,segmented_random_3,1595.5,True,0.0
22899,179,3145,0,2,0.8,125,78,segmented_random_3,1573.0,True,0.0
23024,183,3119,0,2,0.8,125,82,segmented_random_3,1560.0,True,0.0
23149,187,2969,0,2,0.8,125,86,segmented_random_3,1485.0,True,0.0
23274,186,3018,0,2,0.8,125,85,segmented_random_3,1509.5,True,0.0
23399,188,3033,0,2,0.8,125,87,segmented_random_3,1517.0,True,0.0
23524,189,3230,0,2,0.8,125,88,segmented_random_3,1615.5,True,0.0
23649,190,3110,0,2,0.8,125,89,segmented_random_3,1555.5,True,0.0
23774,191,3179,0,2,0.8,125,90,segmented_random_3,1590.0,True,0.0
23899,192,3061,0,2,0.8,125,91,segmented_random_3,1531.0,True,0.0
24024,194,3094,0,2,0.8,125,93,segmented_random_3,1547.5,True,0.0
24149,193,3271,0,2,0.8,125,92,segmented_random_3,1636.0,True,0.0
24274,195,3206,0,2,0.8,125,94,segmented_random_3,1603.5,True,0.0
24399,202,2546,0,2,0.8,126,0,segmented_random_3,1273.5,True,0.0
24525,203,2514,0,2,0.8,126,1,segmented_random_3,1257.5,True,0.0
24651,196,3305,0,2,0.8,125,95,segmented_random_3,1653.0,True,0.0
24776,197,3344,0,2,0.8,125,96,segmented_random_3,1672.5,True,0.0
24901,198,3275,0,2,0.8,125,97,segmented_random_3,1638.0,True,0.0
25026,204,2560,0,2,0.8,126,2,segmented_random_3,1280.5,True,0.0
25152,199,3341,0,2,0.8,125,98,segmented_random_3,1671.0,True,0.0
25277,200,3341,0,2,0.8,125,99,segmented_random_3,1671.0,True,0.0
25402,205,2428,0,2,0.8,126,3,segmented_random_3,1214.5,True,0.0
25528,206,2592,0,2,0.8,126,4,segmented_random_3,1296.5,True,0.0
25654,207,2345,0,2,0.8,126,5,segmented_random_3,1173.0,True,0.0
25780,201,3341,0,2,0.8,125,100,segmented_random_3,1671.0,True,0.0
25905,209,2211,0,2,0.8,126,7,segmented_random_3,1106.0,True,0.0
26031,208,2481,0,2,0.8,126,6,segmented_random_3,1241.0,True,0.0
26157,210,2616,0,2,0.8,126,8,segmented_random_3,1308.5,True,0.0
26283,213,2318,0,2,0.8,126,11,segmented_random_3,1159.5,True,0.0
26409,211,2649,0,2,0.8,126,9,segmented_random_3,1325.0,True,0.0
26535,214,2364,0,2,0.8,126,12,segmented_random_3,1182.5,True,0.0
26661,212,2520,0,2,0.8,126,10,segmented_random_3,1260.5,True,0.0
26787,216,2475,0,2,0.8,126,14,segmented_random_3,1238.0,True,0.0
26913,221,2263,0,2,0.8,126,19,segmented_random_3,1132.0,True,0.0
27039,220,2406,0,2,0.8,126,18,segmented_random_3,1203.5,True,0.0
27165,218,2473,0,2,0.8,126,16,segmented_random_3,1237.0,True,0.0
27291,215,2494,0,2,0.8,126,13,segmented_random_3,1247.5,True,0.0
27417,222,2482,0,2,0.8,126,20,segmented_random_3,1241.5,True,0.0
27543,217,2707,0,2,0.8,126,15,segmented_random_3,1354.0,True,0.0
27669,219,2794,0,2,0.8,126,17,segmented_random_3,1397.5,True,0.0
27795,223,2564,0,2,0.8,126,21,segmented_random_3,1282.5,True,0.0
27921,225,2268,0,2,0.8,126,23,segmented_random_3,1134.5,True,0.0
28047,226,2249,0,2,0.8,126,24,segmented_random_3,1125.0,True,0.0
28173,224,2600,0,2,0.8,126,22,segmented_random_3,1300.5,True,0.0
28299,227,2466,0,2,0.8,126,25,segmented_random_3,1233.5,True,0.0
28425,229,2389,0,2,0.8,126,27,segmented_random_3,1195.0,True,0.0
28551,228,2481,0,2,0.8,126,26,segmented_random_3,1241.0,True,0.0
28677,230,2667,0,2,0.8,126,28,segmented_random_3,1334.0,True,0.0
28803,232,2601,0,2,0.8,126,30,segmented_random_3,1301.0,True,0.0
28929,233,2613,0,2,0.8,126,31,segmented_random_3,1307.0,True,0.0
29055,231,2412,0,2,0.8,126,29,segmented_random_3,1206.5,True,0.0
29181,235,2553,0,2,0.8,126,33,segmented_random_3,1277.0,True,0.0
29307,236,2597,0,2,0.8,126,34,segmented_random_3,1299.0,True,0.0
29433,237,2473,0,2,0.8,126,35,segmented_random_3,1237.0,True,0.0
29559,234,2690,0,2,0.8,126,32,segmented_random_3,1345.5,True,0.0
29685,239,2473,0,2,0.8,126,37,segmented_random_3,1237.0,True,0.0
29811,238,2787,0,2,0.8,126,36,segmented_random_3,1394.0,True,0.0
29937,240,2786,0,2,0.8,126,38,segmented_random_3,1393.5,True,0.0
30063,242,2580,0,2,0.8,126,40,segmented_random_3,1290.5,True,0.0
30189,241,2954,0,2,0.8,126,39,segmented_random_3,1477.5,True,0.0
30315,245,2652,0,2,0.8,126,43,segmented_random_3,1326.5,True,0.0
30441,244,2818,0,2,0.8,126,42,segmented_random_3,1409.5,True,0.0
30567,249,2572,0,2,0.8,126,47,segmented_random_3,1286.5,True,0.0
30693,243,2939,0,2,0.8,126,41,segmented_random_3,1470.0,True,0.0
30819,246,2635,0,2,0.8,126,44,segmented_random_3,1318.0,True,0.0
30945,247,2690,0,2,0.8,126,45,segmented_random_3,1345.5,True,0.0
31071,250,2616,0,2,0.8,126,48,segmented_random_3,1308.5,True,0.0
31197,248,2801,0,2,0.8,126,46,segmented_random_3,1401.0,True,0.0
31323,251,2658,0,2,0.8,126,49,segmented_random_3,1329.5,True,0.0
31449,253,2836,0,2,0.8,126,51,segmented_random_3,1418.5,True,0.0
31575,252,2796,0,2,0.8,126,50,segmented_random_3,1398.5,True,0.0
31701,255,2563,0,2,0.8,126,53,segmented_random_3,1282.0,True,0.0
31827,254,3133,0,2,0.8,126,52,segmented_random_3,1567.0,True,0.0
31953,256,2740,0,2,0.8,126,54,segmented_random_3,1370.5,True,0.0
32079,257,2831,0,2,0.8,126,55,segmented_random_3,1416.0,True,0.0
32205,258,2705,0,2,0.8,126,56,segmented_random_3,1353.0,True,0.0
32331,259,2735,0,2,0.8,126,57,segmented_random_3,1368.0,True,0.0
32457,261,2703,0,2,0.8,126,59,segmented_random_3,1352.0,True,0.0
32583,263,2614,0,2,0.8,126,61,segmented_random_3,1307.5,True,0.0
32709,260,2797,0,2,0.8,126,58,segmented_random_3,1399.0,True,0.0
32835,267,2400,0,2,0.8,126,65,segmented_random_3,1200.5,True,0.0
32961,262,2703,0,2,0.8,126,60,segmented_random_3,1352.0,True,0.0
33087,265,2661,0,2,0.8,126,63,segmented_random_3,1331.0,True,0.0
33213,266,2657,0,2,0.8,126,64,segmented_random_3,1329.0,True,0.0
33339,264,2778,0,2,0.8,126,62,segmented_random_3,1389.5,True,0.0
33465,268,2786,0,2,0.8,126,66,segmented_random_3,1393.5,True,0.0
33591,270,2573,0,2,0.8,126,68,segmented_random_3,1287.0,True,0.0
33717,269,2837,0,2,0.8,126,67,segmented_random_3,1419.0,True,0.0
33843,271,2798,0,2,0.8,126,69,segmented_random_3,1399.5,True,0.0
33969,272,2814,0,2,0.8,126,70,segmented_random_3,1407.5,True,0.0
34095,275,2569,0,2,0.8,126,73,segmented_random_3,1285.0,True,0.0
34221,273,3020,0,2,0.8,126,71,segmented_random_3,1510.5,True,0.0
34347,274,2954,0,2,0.8,126,72,segmented_random_3,1477.5,True,0.0
34473,276,2803,0,2,0.8,126,74,segmented_random_3,1402.0,True,0.0
34599,278,2912,0,2,0.8,126,76,segmented_random_3,1456.5,True,0.0
34725,280,2944,0,2,0.8,126,78,segmented_random_3,1472.5,True,0.0
34851,277,2990,0,2,0.8,126,75,segmented_random_3,1495.5,True,0.0
34977,279,2944,0,2,0.8,126,77,segmented_random_3,1472.5,True,0.0
35103,281,2968,0,2,0.8,126,79,segmented_random_3,1484.5,True,0.0
35229,282,2956,0,2,0.8,126,80,segmented_random_3,1478.5,True,0.0
35355,283,3219,0,2,0.8,126,81,segmented_random_3,1610.0,True,0.0
35481,284,3124,0,2,0.8,126,82,segmented_random_3,1562.5,True,0.0
35607,285,3154,0,2,0.8,126,83,segmented_random_3,1577.5,True,0.0
35733,286,3042,0,2,0.8,126,84,segmented_random_3,1521.5,True,0.0
35859,287,3042,0,2,0.8,126,85,segmented_random_3,1521.5,True,0.0
35985,288,3055,0,2,0.8,126,86,segmented_random_3,1528.0,True,0.0
36111,291,2999,0,2,0.8,126,89,segmented_random_3,1500.0,True,0.0
36237,289,3243,0,2,0.8,126,87,segmented_random_3,1622.0,True,0.0
36363,290,3311,0,2,0.8,126,88,segmented_random_3,1656.0,True,0.0
36489,292,3260,0,2,0.8,126,90,segmented_random_3,1630.5,True,0.0
36615,293,3312,0,2,0.8,126,91,segmented_random_3,1656.5,True,0.0
36741,295,3217,0,2,0.8,126,93,segmented_random_3,1609.0,True,0.0
36867,294,3227,0,2,0.8,126,92,segmented_random_3,1614.0,True,0.0
36993,296,3240,0,2,0.8,126,94,segmented_random_3,1620.5,True,0.0
37119,298,3187,0,2,0.8,126,96,segmented_random_3,1594.0,True,0.0
37245,297,3234,0,2,0.8,126,95,segmented_random_3,1617.5,True,0.0
37371,303,2649,0,2,0.8,127,0,segmented_random_3,1325.0,True,0.0
37498,299,3203,0,2,0.8,126,97,segmented_random_3,1602.0,True,0.0
37624,300,3253,0,2,0.8,126,98,segmented_random_3,1627.0,True,0.0
37750,304,2475,0,2,0.8,127,1,segmented_random_3,1238.0,True,0.0
37877,301,3216,0,2,0.8,126,99,segmented_random_3,1608.5,True,0.0
38003,302,3216,0,2,0.8,126,100,segmented_random_3,1608.5,True,0.0
38129,305,2563,0,2,0.8,127,2,segmented_random_3,1282.0,True,0.0
38256,307,2426,0,2,0.8,127,4,segmented_random_3,1213.5,True,0.0
38383,306,2636,0,2,0.8,127,3,segmented_random_3,1318.5,True,0.0
38510,310,2589,0,2,0.8,127,7,segmented_random_3,1295.0,True,0.0
38637,309,2605,0,2,0.8,127,6,segmented_random_3,1303.0,True,0.0
38764,314,2380,0,2,0.8,127,11,segmented_random_3,1190.5,True,0.0
38891,316,2234,0,2,0.8,127,13,segmented_random_3,1117.5,True,0.0
39018,308,2641,0,2,0.8,127,5,segmented_random_3,1321.0,True,0.0
39145,312,2601,0,2,0.8,127,9,segmented_random_3,1301.0,True,0.0
39272,311,3049,0,2,0.8,127,8,segmented_random_3,1525.0,True,0.0
39399,313,2762,0,2,0.8,127,10,segmented_random_3,1381.5,True,0.0
39526,317,2377,0,2,0.8,127,14,segmented_random_3,1189.0,True,0.0
39653,315,3056,0,2,0.8,127,12,segmented_random_3,1528.5,True,0.0
39780,318,2830,0,2,0.8,127,15,segmented_random_3,1415.5,True,0.0
39907,320,2916,0,2,0.8,127,17,segmented_random_3,1458.5,True,0.0
40034,321,2330,0,2,0.8,127,18,segmented_random_3,1165.5,True,0.0
40161,319,3022,0,2,0.8,127,16,segmented_random_3,1511.5,True,0.0
40288,322,2695,0,2,0.8,127,19,segmented_random_3,1348.0,True,0.0
40415,323,2910,0,2,0.8,127,20,segmented_random_3,1455.5,True,0.0
40542,328,2427,0,2,0.8,127,25,segmented_random_3,1214.0,True,0.0
40669,329,2185,0,2,0.8,127,26,segmented_random_3,1093.0,True,0.0
40796,324,2580,0,2,0.8,127,21,segmented_random_3,1290.5,True,0.0
40923,327,2415,0,2,0.8,127,24,segmented_random_3,1208.0,True,0.0
41050,325,3058,0,2,0.8,127,22,segmented_random_3,1529.5,True,0.0
41177,330,2513,0,2,0.8,127,27,segmented_random_3,1257.0,True,0.0
41304,326,2671,0,2,0.8,127,23,segmented_random_3,1336.0,True,0.0
41431,331,2493,0,2,0.8,127,28,segmented_random_3,1247.0,True,0.0
41558,332,2554,0,2,0.8,127,29,segmented_random_3,1277.5,True,0.0
41685,334,2256,0,2,0.8,127,31,segmented_random_3,1128.5,True,0.0
41812,333,2466,0,2,0.8,127,30,segmented_random_3,1233.5,True,0.0
41939,337,2333,0,2,0.8,127,34,segmented_random_3,1167.0,True,0.0
42066,335,2534,0,2,0.8,127,32,segmented_random_3,1267.5,True,0.0
42193,336,2671,0,2,0.8,127,33,segmented_random_3,1336.0,True,0.0
42320,338,2662,0,2,0.8,127,35,segmented_random_3,1331.5,True,0.0
42447,339,2551,0,2,0.8,127,36,segmented_random_3,1276.0,True,0.0
42574,340,2665,0,2,0.8,127,37,segmented_random_3,1333.0,True,0.0
42701,342,2347,0,2,0.8,127,39,segmented_random_3,1174.0,True,0.0
42828,341,2524,0,2,0.8,127,38,segmented_random_3,1262.5,True,0.0
42955,343,2426,0,2,0.8,127,40,segmented_random_3,1213.5,True,0.0
43082,344,2416,0,2,0.8,127,41,segmented_random_3,1208.5,True,0.0
43209,345,2301,0,2,0.8,127,42,segmented_random_3,1151.0,True,0.0
43336,346,2436,0,2,0.8,127,43,segmented_random_3,1218.5,True,0.0
43463,347,2451,0,2,0.8,127,44,segmented_random_3,1226.0,True,0.0
43590,348,2664,0,2,0.8,127,45,segmented_random_3,1332.5,True,0.0
43717,349,2610,0,2,0.8,127,46,segmented_random_3,1305.5,True,0.0
43844,350,2500,0,2,0.8,127,47,segmented_random_3,1250.5,True,0.0
43971,351,2346,0,2,0.8,127,48,segmented_random_3,1173.5,True,0.0
44098,352,2350,0,2,0.8,127,49,segmented_random_3,1175.5,True,0.0
44225,353,2516,0,2,0.8,127,50,segmented_random_3,1258.5,True,0.0
44352,354,2372,0,2,0.8,127,51,segmented_random_3,1186.5,True,0.0
